"ndex","name","regional","type","type2","generation","isLegendary","isMythical","isUltraBeast","family","size","form","lbs","kg","lightest","heaveiest","MegaOrPrimal","ft","m","inch","smallest","bigest"
998,"Baxcalibur",NA,"Dragon","Ice",9,FALSE,FALSE,FALSE,NA,NA,NA,463,210,1079,103,NA,"6'11""",2.1,83,1072,130
999,"Gimmighoul",NA,"Ghost",NA,9,FALSE,FALSE,FALSE,NA,NA,"Roaming Form",0.2,0.1,6,1176,NA,"0'04""",0.1,4,7,1195
999,"Gimmighoul",NA,"Ghost",NA,9,FALSE,FALSE,FALSE,NA,NA,"Chest Form",11,5,182,1000,NA,"1'00""",0.3,12,120,1082
1000,"Gholdengo",NA,"Steel","Ghost",9,FALSE,FALSE,FALSE,NA,NA,NA,66.1,30,589,593,NA,"3'11""",1.2,47,726,476
1001,"Wo-Chien",NA,"Dark","Grass",9,TRUE,FALSE,FALSE,"Treasures of ruin","quartets",NA,163.6,74.2,873,309,NA,"4'11""",1.5,59,877,325
1002,"Chien-Pao",NA,"Dark","Ice",9,TRUE,FALSE,FALSE,"Treasures of ruin","quartets",NA,335.5,152.2,1040,142,NA,"6'03""",1.9,75,1025,177
1003,"Ting-Lu",NA,"Dark","Ground",9,TRUE,FALSE,FALSE,"Treasures of ruin","quartets",NA,1542.6,699.7,1164,18,NA,"8'10""",2.7,106,1124,78
1004,"Chi-Yu",NA,"Dark","Fire",9,TRUE,FALSE,FALSE,"Treasures of ruin","quartets",NA,10.8,4.9,171,1011,NA,"1'04""",0.4,16,207,995
1005,"Roaring Moon",NA,"Dragon","Dark",9,FALSE,FALSE,FALSE,NA,NA,NA,837.8,380,1141,41,NA,"6'07""",2,79,1056,146
1006,"Iron Valiant",NA,"Fairy","Fighting",9,FALSE,FALSE,FALSE,NA,NA,NA,77.2,35,648,534,NA,"4'07""",1.4,55,819,383
1007,"Koraidon",NA,"Fighting","Dragon",9,TRUE,FALSE,FALSE,"Paradox duo","duos","Apex Build",668,303,1116,66,NA,"8'02""",2.5,98,1117,85
1008,"Miraidon",NA,"Electric","Dragon",9,TRUE,FALSE,FALSE,"Paradox duo","duos","Ultimate Mode",529.1,240,1098,84,NA,"11'06""",3.5,138,1152,50
1009,"Walking Wake",NA,"Water","Dragon",9,FALSE,FALSE,FALSE,NA,NA,NA,617.3,280,1109,73,NA,"11'06""",3.5,138,1153,49
1010,"Iron Leaves",NA,"Grass","Psychic",9,FALSE,FALSE,FALSE,NA,NA,NA,275.6,125,1012,170,NA,"4'11""",1.5,59,878,324
1011,"Dipplin",NA,"Grass","Dragon",9,FALSE,FALSE,FALSE,NA,NA,NA,9.7,4.4,164,1018,NA,"1'04""",0.4,16,208,994
1012,"Poltchageist",NA,"Grass","Ghost",9,FALSE,FALSE,FALSE,NA,NA,NA,2.4,1.1,52,1130,NA,"0'04""",0.1,4,8,1194
1013,"Sinistcha",NA,"Grass","Ghost",9,FALSE,FALSE,FALSE,NA,NA,NA,4.9,2.2,93,1089,NA,"0'08""",0.2,8,37,1165
1014,"Okidogi",NA,"Poison","Fighting",9,TRUE,FALSE,FALSE,"Loyal Three","trios",NA,203.3,92.2,938,244,NA,"5'11""",1.8,71,1000,202
1015,"Munkidori",NA,"Poison","Psychic",9,TRUE,FALSE,FALSE,"Loyal Three","trios",NA,26.9,12.2,357,825,NA,"3'03""",1,39,609,593
1016,"Fezandipiti",NA,"Poison","Fairy",9,TRUE,FALSE,FALSE,"Loyal Three","trios",NA,66.4,30.1,590,592,NA,"4'07""",1.4,55,820,382
1017,"Ogerpon",NA,"Grass",NA,9,TRUE,FALSE,FALSE,NA,NA,"Teal Mask",87.7,39.8,680,502,NA,"3'11""",1.2,47,727,475
1017,"Ogerpon",NA,"Grass",NA,9,TRUE,FALSE,FALSE,NA,NA,"Wellspring Mask",87.7,39.8,681,501,NA,"3'11""",1.2,47,728,474
1017,"Ogerpon",NA,"Grass",NA,9,TRUE,FALSE,FALSE,NA,NA,"Hearthflame Mask",87.7,39.8,682,500,NA,"3'11""",1.2,47,729,473
1017,"Ogerpon",NA,"Grass",NA,9,TRUE,FALSE,FALSE,NA,NA,"Cornerstone Mask",87.7,39.8,683,499,NA,"3'11""",1.2,47,730,472
1017,"Ogerpon",NA,"Grass","Water",9,TRUE,FALSE,FALSE,NA,NA,"Teal Mask",87.7,39.8,680,502,NA,"3'11""",1.2,47,727,475
1017,"Ogerpon",NA,"Grass","Water",9,TRUE,FALSE,FALSE,NA,NA,"Wellspring Mask",87.7,39.8,681,501,NA,"3'11""",1.2,47,728,474
1017,"Ogerpon",NA,"Grass","Water",9,TRUE,FALSE,FALSE,NA,NA,"Hearthflame Mask",87.7,39.8,682,500,NA,"3'11""",1.2,47,729,473
1017,"Ogerpon",NA,"Grass","Water",9,TRUE,FALSE,FALSE,NA,NA,"Cornerstone Mask",87.7,39.8,683,499,NA,"3'11""",1.2,47,730,472
1017,"Ogerpon",NA,"Grass","Fire",9,TRUE,FALSE,FALSE,NA,NA,"Teal Mask",87.7,39.8,680,502,NA,"3'11""",1.2,47,727,475
1017,"Ogerpon",NA,"Grass","Fire",9,TRUE,FALSE,FALSE,NA,NA,"Wellspring Mask",87.7,39.8,681,501,NA,"3'11""",1.2,47,728,474
1017,"Ogerpon",NA,"Grass","Fire",9,TRUE,FALSE,FALSE,NA,NA,"Hearthflame Mask",87.7,39.8,682,500,NA,"3'11""",1.2,47,729,473
1017,"Ogerpon",NA,"Grass","Fire",9,TRUE,FALSE,FALSE,NA,NA,"Cornerstone Mask",87.7,39.8,683,499,NA,"3'11""",1.2,47,730,472
1017,"Ogerpon",NA,"Grass","Rock",9,TRUE,FALSE,FALSE,NA,NA,"Teal Mask",87.7,39.8,680,502,NA,"3'11""",1.2,47,727,475
1017,"Ogerpon",NA,"Grass","Rock",9,TRUE,FALSE,FALSE,NA,NA,"Wellspring Mask",87.7,39.8,681,501,NA,"3'11""",1.2,47,728,474
1017,"Ogerpon",NA,"Grass","Rock",9,TRUE,FALSE,FALSE,NA,NA,"Hearthflame Mask",87.7,39.8,682,500,NA,"3'11""",1.2,47,729,473
1017,"Ogerpon",NA,"Grass","Rock",9,TRUE,FALSE,FALSE,NA,NA,"Cornerstone Mask",87.7,39.8,683,499,NA,"3'11""",1.2,47,730,472
1018,"Archaludon",NA,"Steel","Dragon",9,FALSE,FALSE,FALSE,NA,NA,NA,132.3,60,821,361,NA,"6'07""",2,79,1057,145
1019,"Hydrapple",NA,"Grass","Dragon",9,FALSE,FALSE,FALSE,NA,NA,NA,205,93,941,241,NA,"5'11""",1.8,71,1001,201
1020,"Gouging Fire",NA,"Fire","Dragon",9,FALSE,FALSE,FALSE,NA,NA,NA,1300.7,590,1158,24,NA,"11'06""",3.5,138,1154,48
1021,"Raging Bolt",NA,"Electric","Dragon",9,FALSE,FALSE,FALSE,NA,NA,NA,1058.2,480,1153,29,NA,"17'01""",5.2,205,1176,26
1022,"Iron Boulder",NA,"Rock","Psychic",9,FALSE,FALSE,FALSE,NA,NA,NA,358.2,162.5,1049,133,NA,"4'11""",1.5,59,879,323
1023,"Iron Crown",NA,"Steel","Psychic",9,FALSE,FALSE,FALSE,NA,NA,NA,343.9,156,1044,138,NA,"5'03""",1.6,63,925,277
1024,"Terapagos",NA,"Normal",NA,9,TRUE,FALSE,FALSE,NA,NA,"Normal Form",14.3,6.5,228,954,NA,"0'08""",0.2,8,38,1164
1024,"Terapagos",NA,"Normal",NA,9,TRUE,FALSE,FALSE,NA,NA,"Terastal Form",35.3,16,420,762,NA,"1'00""",0.3,12,121,1081
1024,"Terapagos",NA,"Normal",NA,9,TRUE,FALSE,FALSE,NA,NA,"Stellar Form",169.8,77,882,300,NA,"5'07""",1.7,67,963,239
1025,"Pecharunt",NA,"Poison","Ghost",9,FALSE,TRUE,FALSE,NA,NA,NA,0.7,0.3,18,1164,NA,"1'00""",0.3,12,122,1080
