"ndex","name","form","regional","type","type2","generation","isLegendary","isMythical","isUltraBeast","family","size","Japanese_Kana","Japanese_Hepburn","Japanese_Trademarked","German","French","Spanish","Italian","Korean_Hangul","Korean_Revised","Korean_McCune-Reischauer","Korean_Official","Chinese_Traditional","Chinese_Simplified","Chinese_Pinyin","Chinese_Yale","Chinese_Former_names","Brazilian_Portuguese","Turkish","Russian_Cyrillic","Russian_Romanization","Thai","Thai_RTGS","Hindi_Devanagari","Hindi_Transliteration","Hindi_Romanization"
788,"Tapu Fini",NA,NA,"Water","Fairy",7,TRUE,FALSE,FALSE,"Guardian deities","quartets","カプ・レヒレ","Kapu Rehire","Kapu-Rehire","Kapu-Kime","Tokopisco",NA,NA,"카푸느지느","Kapuneujineu","K'ap'unŭjinŭ","Kapuneujineu","卡璞・鰭鰭","卡璞・鳍鳍","Kǎpú Qíqí","Kāpok Kèihkèih","-",NA,NA,"Тапу Фини","Tapu Fini","คาปู เรฮิเร","Khapu Rehire","टापू फ़िनी","Ṭāpū Finī","Tapu Fini"
789,"Cosmog",NA,NA,"Psychic",NA,7,TRUE,FALSE,FALSE,NA,NA,"コスモッグ","Kosumoggu","Cosmog","Cosmog","Cosmog",NA,NA,"코스모그","Koseumogeu","K'osŭmogŭ",NA,"科斯莫古","科斯莫古","Kēsīmògǔ","Fōsīmohkgú","-",NA,NA,"Космог","Kosmog","คอสม็อก","Khosamok","कॉज़्मॉग","Kŏzmŏg","Cosmog"
790,"Cosmoem",NA,NA,"Psychic",NA,7,TRUE,FALSE,FALSE,NA,NA,"コスモウム","Kosumoumu","Cosmovum","Cosmovum","Cosmovum",NA,NA,"코스모움","Koseumoum","K'osŭmoum",NA,"科斯莫姆","科斯莫姆","Kēsīmòmǔ","Fōsīmohkmóuh","-",NA,NA,"Космоем","Kosmoyem","คอสโมม","Khosamom","कॉज़्मोएम","Kŏzmoem","Cosmoem"
791,"Solgaleo",NA,NA,"Psychic","Steel",7,TRUE,FALSE,FALSE,"Light trio","trios","ソルガレオ","Sorugareo","Solgaleo","Solgaleo","Solgaleo",NA,NA,"솔가레오","Solgareo","Solgareo","Solgaleo","索爾迦雷歐","索尔迦雷欧","Suǒ'ěrjiāléi'ōu","Sok'yíhgālèuih'āu","-",NA,NA,"Солгалео","Solgaleo","โซลกาเลโอ","Sonkaleo","सोलग्लेयो","Solagleyo","Solgaleo"
792,"Lunala",NA,NA,"Psychic","Ghost",7,TRUE,FALSE,FALSE,"Light trio","trios","ルナアーラ","Runaāra","Lunala","Lunala","Lunala",NA,NA,"루나아라","Runaara","Runaara","Lunala","露奈雅拉","露奈雅拉","Lùnàiyǎlā","Louhnoihngáhlāai","-",NA,NA,"Лунала","Lunala","ลูนาอาลา","Lunaala","लूनाला","Lūnālā","Lunala"
793,"Nihilego",NA,NA,"Rock","Poison",7,FALSE,FALSE,TRUE,NA,NA,"ウツロイド","Utsuroido","Uturoid","Anego","Zéroïd",NA,NA,"텅비드","Teongbideu","T'ŏngbidŭ",NA,"虛吾伊德","虚吾伊德","Xūwúyīdé","Hēui'nghyīdāk","-",NA,NA,"Нигилего","Nigilego","อุทซึรอยด์","Utsueroi","निर्वाइड","Nirvāiḍ","Nirwide"
794,"Buzzwole",NA,NA,"Bug","Fighting",7,FALSE,FALSE,TRUE,NA,NA,"マッシブーン","Masshibūn","Massivoon","Masskito","Mouscoto",NA,NA,"매시붕","Maesibung","Maeshibung",NA,"爆肌蚊","爆肌蚊","Bàojīwén","Baaugēimān","-",NA,NA,"Баззвол","Bazzvol","มัสชิบูน","Matchibun","मसलबज़","Masalbaz","Musclebuzz"
795,"Pheromosa",NA,NA,"Bug","Fighting",7,FALSE,FALSE,TRUE,NA,NA,"フェローチェ","Ferōche","Pheroache","Schabelle","Cancrelove",NA,NA,"페로코체","Perokoche","P'erok'och'e",NA,"費洛美螂","费洛美螂","Fèiluòměiláng","Failokméihlòhng","-",NA,NA,"Феромоса","Feromosa","เฟโรเช","Feroche","फ़ेरोचीए","Ferocīe","Ferocheeae"
796,"Xurkitree",NA,NA,"Electric",NA,7,FALSE,FALSE,TRUE,NA,NA,"デンジュモク","Denjumoku","Denjyumoku","Voltriant","Câblifère",NA,NA,"전수목","Jeonsumok","Chŏnsumong",NA,"電束木","电束木","Diànshùmù","Dihnchūkmuhk","-",NA,NA,"Заркитри","Zarkitri","เด็นจูโมคุ","Denchumokhu","ब्रिक्षली","Brikṣalī","Brikshalee"
797,"Celesteela",NA,NA,"Steel","Flying",7,FALSE,FALSE,TRUE,NA,NA,"テッカグヤ","Tekkaguya","Tekkaguya","Kaguron","Bamboiselle",NA,NA,"철화구야","Cheolhwaguya","Ch'ŏrhwaguya",NA,"鐵火輝夜","铁火辉夜","Tiěhuǒhuīyè","Titfófāiyeh","-",NA,NA,"Селестила","Selestila","เท็คคากูยะ","Thekkhakuya","सेलेस्टीला","Selesṭīlā","Celesteela"
798,"Kartana",NA,NA,"Grass","Steel",7,FALSE,FALSE,TRUE,NA,NA,"カミツルギ","Kamitsurugi","Kamiturugi","Katagami","Katagami",NA,NA,"종이신도","Jong-isindo","Chongishindo",NA,"紙御劍","纸御剑","Zhǐyùjiàn","Jíyuhgim","-",NA,NA,"Картана","Kartana","คามิทซึรูกิ","Khamitsueruki","काटागामी","Kāṭāgāmī","Kaatagaami"
799,"Guzzlord",NA,NA,"Dark","Dragon",7,FALSE,FALSE,TRUE,NA,NA,"アクジキング","Akujikingu","Akuziking","Schlingking","Engloutyran",NA,NA,"악식킹","Aksikking","Akshikk'ing",NA,"惡食大王","恶食大王","Èshídàwáng","Oksihkdaaihwòhng","-",NA,NA,"Газзлорд","Gazzlord","อคูจิคิง","Akhuchikhing","सबखाकिंग","Sabkhākiṅg","Sabkhaking"
800,"Necrozma","Dawn Wings",NA,"Psychic","Ghost",7,TRUE,FALSE,FALSE,"Light trio","trios","ネクロズマ","Nekurozuma","Necrozma","Necrozma","Necrozma",NA,NA,"네크로즈마","Nekeurojeuma","Nek'ŭrojŭma",NA,"奈克洛茲瑪","奈克洛兹玛","Nàikèluòzīmǎ","Noihhāklokjīmá","-",NA,NA,"Некрозма","Nekrozma","เนครอสมา","Nekrotma","नैक्रॉज़्मा","Naikrŏzmā","Necrozma"
800,"Necrozma","Dusk Mane",NA,"Psychic","Steel",7,TRUE,FALSE,FALSE,"Light trio","trios","ネクロズマ","Nekurozuma","Necrozma","Necrozma","Necrozma",NA,NA,"네크로즈마","Nekeurojeuma","Nek'ŭrojŭma",NA,"奈克洛茲瑪","奈克洛兹玛","Nàikèluòzīmǎ","Noihhāklokjīmá","-",NA,NA,"Некрозма","Nekrozma","เนครอสมา","Nekrotma","नैक्रॉज़्मा","Naikrŏzmā","Necrozma"
800,"Necrozma",NA,NA,"Psychic",NA,7,TRUE,FALSE,FALSE,"Light trio","trios","ネクロズマ","Nekurozuma","Necrozma","Necrozma","Necrozma",NA,NA,"네크로즈마","Nekeurojeuma","Nek'ŭrojŭma",NA,"奈克洛茲瑪","奈克洛兹玛","Nàikèluòzīmǎ","Noihhāklokjīmá","-",NA,NA,"Некрозма","Nekrozma","เนครอสมา","Nekrotma","नैक्रॉज़्मा","Naikrŏzmā","Necrozma"
801,"Magearna",NA,NA,"Steel","Fairy",7,FALSE,TRUE,FALSE,NA,NA,"マギアナ","Magiana","Magearna","Magearna","Magearna",NA,NA,"마기아나","Magiana","Magiana",NA,"瑪機雅娜","玛机雅娜","Mǎjīyǎnà","Máhgēingáhnàh","-",NA,NA,"Магирна","Magirna","มาเกียนา","Makiana","मगियरना","Magiyarnā","Magearna"
802,"Marshadow",NA,NA,"Fighting","Ghost",7,FALSE,TRUE,FALSE,NA,NA,"マーシャドー","Māshadō","Marshadow","Marshadow","Marshadow",NA,NA,"마샤도","Masyado","Masyado",NA,"瑪夏多","玛夏多","Mǎxiàduō","Máhahdō","-",NA,NA,"Маршадоу","Marshadou","มาร์ชาโดว์","Machado","मार्शैडो","Mārśaiḍo","Marshadow"
803,"Poipole",NA,NA,"Poison",NA,7,FALSE,FALSE,TRUE,NA,NA,"ベベノム","Bebenomu","Bevenom","Venicro","Vémini",NA,NA,"베베놈","Bebenom","Pebenom","Vevenom","毒貝比","毒贝比","Dúbèibǐ","Duhkbuibéi","-",NA,NA,"Пойпол","Poypol","เบเวนอม","Bewenom","विषिशू","Viṣiśū","Vishishu"
804,"Naganadel",NA,NA,"Poison","Dragon",7,FALSE,FALSE,TRUE,NA,NA,"アーゴヨン","Āgoyon","Agoyon","Agoyon","Mandrillon",NA,NA,"아고용","Agoyong","Agoyong",NA,"四顎針龍","四颚针龙","Sì'èzhēnlóng","Sei'ngohkjāmlùhng","-",NA,NA,"Наганадел","Naganadel","อาโกโยง","Akoyong","सुईलॉन्ग","Suīlŏng","Suilong"
805,"Stakataka",NA,NA,"Rock","Steel",7,FALSE,FALSE,TRUE,NA,NA,"ツンデツンデ","Tsundetsunde","Tundetunde","Muramura","Ama-Ama",NA,NA,"차곡차곡","Chagokchagok","Ch'agokch'agok",NA,"壘磊石","垒磊石","Lěilěishí","Léuihléuihsehk","-",NA,NA,"Стакатака","Stakataka","สึนเดะสึนเดะ","Suendesuende","चट्टाचट्टान","Caṭṭācaṭṭān","Chattachattan"
806,"Blacephalon",NA,NA,"Fire","Ghost",7,FALSE,FALSE,TRUE,NA,NA,"ズガドーン","Zugadōn","Zugadoon","Kopplosio","Pierroteknik",NA,NA,"두파팡","Dupapang","Tup'ap'ang",NA,"砰頭小丑","砰头小丑","Pēngtóuxiǎochǒu","Pīngtàuhsíucháu","-",NA,NA,"Бласефалон","Blasefalon","ซุกะโด้ง","Sukadong","ललाबूम","Lalābūm","Lalaaboom"
807,"Zeraora",NA,NA,"Electric",NA,7,FALSE,TRUE,FALSE,NA,NA,"ゼラオラ","Zeraora","Zeraora","Zeraora","Zeraora",NA,NA,"제라오라","Jeraora","Cheraora","Zeraora","捷拉奧拉","捷拉奥拉","Jiélā'àolā","Jihtlāai'oulāai","-",NA,NA,"Зераора","Zeraora","เซราโอรา","Seraora","ज़ेराऑरा","Zerāŏrā","Zeraora"
808,"Meltan",NA,NA,"Steel",NA,7,FALSE,TRUE,FALSE,NA,NA,"メルタン","Merutan","Meltan","Meltan","Meltan",NA,NA,"멜탄","Meltan","Melt'an",NA,"美錄坦","美录坦","Měilùtǎn","Méihluhktáan","-",NA,NA,"Мелтан","Meltan","เมลตัน","Mentan","मेल्टन","Melṭan","Meltan"
809,"Melmetal",NA,NA,"Steel",NA,7,FALSE,TRUE,FALSE,NA,NA,"メルメタル","Merumetaru","Melmetal","Melmetal","Melmetal",NA,NA,"멜메탈","Melmetal","Melmet'al",NA,"美錄梅塔","美录梅塔","Měilùméitǎ","Méihluhkmùihtaap","-",NA,NA,"Мелметал","Melmetal","เมลเมทัล","Menmethan","मेलमेटल","Melmeṭal","Melmetal"
810,"Grookey",NA,NA,"Grass",NA,8,FALSE,FALSE,FALSE,NA,NA,"サルノリ","Sarunori","Sarunori","Chimpep","Ouistempo",NA,NA,"흥나숭","Heungnasung","Hŭngnasung",NA,"敲音猴","敲音猴","Qiāoyīnhóu","Hāauyāmhàuh","-",NA,NA,"Груки","Gruki","ซารุโนริ","Sarunori","चिम्पॉप","Cimpŏp","Chimpop"
811,"Thwackey",NA,NA,"Grass",NA,8,FALSE,FALSE,FALSE,NA,NA,"バチンキー","Bachinkī","Bachinkey","Chimstix","Badabouin",NA,NA,"채키몽","Chaekimong","Ch'aek'imong",NA,"啪咚猴","啪咚猴","Pādōnghóu","Pāakdūnghàuh","-",NA,NA,"Тваки","Tvaki","บาจินคี","Bachinkhi","चिमस्टिक","Cimasṭik","Chimstick"
812,"Rillaboom",NA,NA,"Grass",NA,8,FALSE,FALSE,FALSE,NA,NA,"ゴリランダー","Gorirandā","Gorirander","Gortrom","Gorythmic",NA,NA,"고릴타","Gorilta","Korilt'a",NA,"轟擂金剛猩","轰擂金刚猩","Hōngléijīngāngxīng","Gwānglèuihgāmgōngsīng","-",NA,NA,"Риллабум","Rillabum","กอริลลันดา","Korinlanda","रिलाबूम","Rilābūm","Rillaboom"
813,"Scorbunny",NA,NA,"Fire",NA,8,FALSE,FALSE,FALSE,NA,NA,"ヒバニー","Hibanī","Hibanny","Hopplo","Flambino",NA,NA,"염버니","Yeombeoni","Yŏmbŏni",NA,"炎兔兒","炎兔儿","Yántù'er","Yìhmtouyìh","-",NA,NA,"Скорбанни","Skorbanni","ฮิบานี","Hibani","बनीलप","Banīlap","Bunnylup"
814,"Raboot",NA,NA,"Fire",NA,8,FALSE,FALSE,FALSE,NA,NA,"ラビフット","Rabifutto","Rabbifuto","Kickerlo","Lapyro",NA,NA,"래비풋","Raebiput","Raebip'ut",NA,"騰蹴小將","腾蹴小将","Téngcùxiǎojiàng","Tàhngjūksíujeung","-",NA,NA,"Рабут","Rabut","แรบบิฟุต","Raepbifut","रैबिकिक","Raibikik","Rabbikick"
815,"Cinderace",NA,NA,"Fire",NA,8,FALSE,FALSE,FALSE,NA,NA,"エースバーン","Ēsubān","Aceburn","Liberlo","Pyrobut",NA,NA,"에이스번","Eiseubeon","Eisŭbŏn",NA,"閃焰王牌","闪焰王牌","Shǎnyànwángpái","Símyihmwòhngpáai","-",NA,NA,"Синдерэйс","Sindereys","เอสเบิร์น","Esboen","स्ट्राइबर्न","Sṭrāibarn","Striburn"
816,"Sobble",NA,NA,"Water",NA,8,FALSE,FALSE,FALSE,NA,NA,"メッソン","Messon","Messon","Memmeon","Larméléon",NA,NA,"울머기","Ulmeogi","Ulmŏgi",NA,"淚眼蜥","泪眼蜥","Lèiyǎnxī","Leuih'ngáahnsīk","-",NA,NA,"Соббл","Sobbl","เมซซอน","Messon","क्युरोरा","Kyurorā","Kyurora"
817,"Drizzile",NA,NA,"Water",NA,8,FALSE,FALSE,FALSE,NA,NA,"ジメレオン","Jimereon","Jimereon","Phlegleon","Arrozard",NA,NA,"누겔레온","Nugelle-on","Nugelle-on",NA,"變澀蜥","变涩蜥","Biànsèxī","Binsaapsīk","-",NA,NA,"Дриззайл","Drizzayl","จิเมเลียน","Chimelian","नमीगिट","Namīgiṭ","Namigit"
818,"Inteleon",NA,NA,"Water",NA,8,FALSE,FALSE,FALSE,NA,NA,"インテレオン","Intereon","Intereon","Intelleon","Lézargus",NA,NA,"인텔리레온","Intellire-on","Int'ellire-on",NA,"千面避役","千面避役","Qiānmiànbìyì","Chīnmihnbeihyihk","-",NA,NA,"Интелеон","Inteleon","อินเทเลียน","Inthelian","स्पाइगिट","Spāigiṭ","Spygit"
819,"Skwovet",NA,NA,"Normal",NA,8,FALSE,FALSE,FALSE,NA,NA,"ホシガリス","Hoshigarisu","Hoshigarisu","Raffel","Rongourmand",NA,NA,"탐리스","Tamriseu","T'amnisŭ",NA,"貪心栗鼠","贪心栗鼠","Tānxīnlìshǔ","Tāamsāmleuhtsyú","-",NA,NA,"Сквовет","Skvovet","โฮชิกะริสึ","Hochikarisue","गिगोलू","Gigolū","Gigoloo"
820,"Greedent",NA,NA,"Normal",NA,8,FALSE,FALSE,FALSE,NA,NA,"ヨクバリス","Yokubarisu","Yokubarisu","Schlaraffel","Rongrigou",NA,NA,"요씽리스","Yossingriseu","Yossingnisŭ",NA,"藏飽栗鼠","藏饱栗鼠","Cángbǎolìshǔ","Chòhngbáauleuhtsyú","-",NA,NA,"Гридент","Grident","โยคุบะริสึ","Yokhubarisue","गिगोला","Gigolā","Gigolaa"
821,"Rookidee",NA,NA,"Flying",NA,8,FALSE,FALSE,FALSE,NA,NA,"ココガラ","Kokogara","Kokogara","Meikro","Minisange",NA,NA,"파라꼬","Parakko","P'arakko",NA,"稚山雀","稚山雀","Zhìshānquè","Jihsāanjéuk","-",NA,NA,"Рукиди","Rukidi","โคโคการะ","Khokhokara","क्रोवक","Krovak","Crowvak"
822,"Corvisquire",NA,NA,"Flying",NA,8,FALSE,FALSE,FALSE,NA,NA,"アオガラス","Aogarasu","Aogarasu","Kranoviz","Bleuseille",NA,NA,"파크로우","Pakeurou","P'ak'ŭrou",NA,"藍鴉","蓝鸦","Lányā","Làahm'ā","-",NA,NA,"Корвисквайр","Korviskvayr","อาโอการาสึ","Aokarasue","क्रोनील","Kronīl","Crowneel"
823,"Corviknight",NA,NA,"Flying","Steel",8,FALSE,FALSE,FALSE,NA,NA,"アーマーガア","Āmāgā","Armorga","Krarmor","Corvaillus",NA,NA,"아머까오","Ameokkao","Amŏkkao",NA,"鋼鎧鴉","钢铠鸦","Gāngkǎiyā","Gonghói'ā","-",NA,NA,"Корвинайт","Korvinayt","อาร์เมอร์การ์","Amoeka","क्रोआर्मर","Kroārmar","Crowarmor"
824,"Blipbug",NA,NA,"Bug",NA,8,FALSE,FALSE,FALSE,NA,NA,"サッチムシ","Satchimushi","Sacchimushi","Sensect","Larvadar",NA,NA,"두루지벌레","Dulujibeolle","Turujibŏlle",NA,"索偵蟲","索侦虫","Suǒzhēnchóng","Sokjīngchùhng","-",NA,NA,"Блипбаг","Blipbag","ซัจจิมุชิ","Satchimuchi","खोजीबग","Khojībag","Khojibug"
825,"Dottler",NA,NA,"Bug","Psychic",8,FALSE,FALSE,FALSE,NA,NA,"レドームシ","Redōmushi","Redomushi","Keradar","Coléodôme",NA,NA,"레돔벌레","Redombeolle","Redombŏlle",NA,"天罩蟲","天罩虫","Tiānzhàochóng","Tīnjaauchùhng","-",NA,NA,"Доттлер","Dottler","เรโดมุชิ","Redomuchi","रेडाकीट","Reḍākīṭ","Redakit"
826,"Orbeetle",NA,NA,"Bug","Psychic",8,FALSE,FALSE,FALSE,NA,NA,"イオルブ","Iorubu","Eolb","Maritellit","Astronelle",NA,NA,"이올브","Iolbeu","Iolbŭ",NA,"以歐路普","以欧路普","Yǐ'ōulùpǔ","Yíh'āulouhpóu","-",NA,NA,"Орбитл","Orbitl","อิออร์บ","Iop","ऑर्बीटल","Ŏrbīṭal","Orbeetle"
827,"Nickit",NA,NA,"Dark",NA,8,FALSE,FALSE,FALSE,NA,NA,"クスネ","Kusune","Kusune","Kleptifux","Goupilou",NA,NA,"훔처우","Humcheou","Humch'ŏu",NA,"偷兒狐","狡小狐","Tōu'erhúJiǎoxiǎohú","Tāuyìhwùh","偷儿狐 Tōu'erhú (CN)[2]",NA,NA,"Никит","Nikit","คุสุเนะ","Khusune","फ़ॉक्सेरा","Fŏkserā","Foxera"
828,"Thievul",NA,NA,"Dark",NA,8,FALSE,FALSE,FALSE,NA,NA,"フォクスライ","Fokusurai","Foxly","Gaunux","Roublenard",NA,NA,"폭슬라이","Pokseullai","P'oksŭllai",NA,"狐大盜","猾大狐","HúdàdàoHuádàhú","Wùhdaaihdouh","狐大盗 Húdàdào (CN)[2]",NA,NA,"Тивул","Tivul","ฟ็อกสไล","Foksalai","चालूफ़ॉक्स","Cālūfŏks","Chalufox"
829,"Gossifleur",NA,NA,"Grass",NA,8,FALSE,FALSE,FALSE,NA,NA,"ヒメンカ","Himenka","Himenka","Cottini","Tournicoton",NA,NA,"꼬모카","Kkomoka","Kkomok'a",NA,"幼棉棉","幼棉棉","Yòumiánmián","Yaumìhnmìhn","-",NA,NA,"Госсифлёр","Gossiflyor","ฮิเมงกะ","Himengka","फ़्लारुई","Flāruī","Flaruee"
830,"Eldegoss",NA,NA,"Grass",NA,8,FALSE,FALSE,FALSE,NA,NA,"ワタシラガ","Watashiraga","Watashiraga","Cottomi","Blancoton",NA,NA,"백솜모카","Baeksommoka","Paeksommok'a",NA,"白蓬蓬","白蓬蓬","Báipéngpéng","Baahkpùhngpùhng","-",NA,NA,"Эльдегосс","El'degoss","วาตะชิรากะ","Watachiraka","बरीरुई","Barīruī","Bariruee"
831,"Wooloo",NA,NA,"Normal",NA,8,FALSE,FALSE,FALSE,NA,NA,"ウールー","Ūrū","Wooluu","Wolly","Moumouton",NA,NA,"우르","Ureu","Urŭ",NA,"毛辮羊","毛辫羊","Máobiànyáng","Mòuhbīnyèuhng","-",NA,NA,"Вулу","Vulu","วูลู","Wulu","ऊनू","Ūnū","Oonoo"
832,"Dubwool",NA,NA,"Normal",NA,8,FALSE,FALSE,FALSE,NA,NA,"バイウールー","Baiūrū","Baiwooluu","Zwollock","Moumouflon",NA,NA,"배우르","Bae-ureu","Pae-urŭ",NA,"毛毛角羊","毛毛角羊","Máomáojiǎoyáng","Mòuhmòuhgokyèuhng","-",NA,NA,"Дабвул","Dabvul","ไบวูลู","Baiwulu","औरून","Aurūn","Auroon"
833,"Chewtle",NA,NA,"Water",NA,8,FALSE,FALSE,FALSE,NA,NA,"カムカメ","Kamukame","Kamukame","Kamehaps","Khélocrok",NA,NA,"깨물부기","Kkaemulbugi","Kkaemulbugi",NA,"咬咬龜","咬咬龟","Yǎoyǎoguī","Ngáauhngáauhgwāi","-",NA,NA,"Чутл","Chutl","คามุคาเมะ","Khamukhame","च्यूटल","Cyūṭal","Chewtle"
834,"Drednaw",NA,NA,"Water","Rock",8,FALSE,FALSE,FALSE,NA,NA,"カジリガメ","Kajirigame","Kajirigame","Kamalm","Torgamord",NA,NA,"갈가부기","Galgabugi","Kalgabugi",NA,"暴噬龜","暴噬龟","Bàoshìguī","Bouhsaihgwāi","-",NA,NA,"Дрэдно","Dredno","คาจิริกาเมะ","Khachirikame","क्रंचटल","Krañcṭal","Crunchtle"
835,"Yamper",NA,NA,"Electric",NA,8,FALSE,FALSE,FALSE,NA,NA,"ワンパチ","Wanpachi","Wanpachi","Voldi","Voltoutou",NA,NA,"멍파치","Meongpachi","Mŏngp'ach'i",NA,"來電汪","来电汪","Láidiànwāng","Lòihdihnwōng","-",NA,NA,"Ямпер","Yamper","วันปาจิ","Wanpachi","वॉप्पी","Vŏppī","Voppy"
836,"Boltund",NA,NA,"Electric",NA,8,FALSE,FALSE,FALSE,NA,NA,"パルスワン","Parusuwan","Pulsewan","Bellektro","Fulgudog",NA,NA,"펄스멍","Peolseumeong","P'ŏlsŭmŏng",NA,"逐電犬","逐电犬","Zhúdiànquǎn","Juhkdihnhyún","-",NA,NA,"Болтанд","Boltand","พัลส์วัน","Phanwan","वोलश्वान","Volaśvān","Volshvaan"
837,"Rolycoly",NA,NA,"Rock",NA,8,FALSE,FALSE,FALSE,NA,NA,"タンドン","Tandon","Tandon","Klonkett","Charbi",NA,NA,"탄동","Tandong","T'andong",NA,"小炭仔","小炭仔","Xiǎotànzǎi","Síutaanjái","-",NA,NA,"Роликоли","Rolikoli","ทันด้ง","Thandong","कोयलार","Koylār","Koylaar"
838,"Carkol",NA,NA,"Rock","Fire",8,FALSE,FALSE,FALSE,NA,NA,"トロッゴン","Toroggon","Toroggon","Wagong","Wagomine",NA,NA,"탄차곤","Tanchagon","T'anch'agon",NA,"大炭車","大炭车","Dàtànchē","Daaihtaanchē","-",NA,NA,"Каркол","Karkol","โทร็อกกอน","Thorokkon","कारकोल","Kārkol","Carkol"
839,"Coalossal",NA,NA,"Rock","Fire",8,FALSE,FALSE,FALSE,NA,NA,"セキタンザン","Sekitanzan","Sekitanzan","Montecarbo","Monthracite",NA,NA,"석탄산","Seoktansan","Sŏkt'ansan",NA,"巨炭山","巨炭山","Jùtànshān","Geuihtaansāan","-",NA,NA,"Коалоссал","Koalossal","เซคิทันซัง","Sekhithansang","कोयलार्ज","Koylārj","Koylarge"
840,"Applin",NA,NA,"Grass","Dragon",8,FALSE,FALSE,FALSE,NA,NA,"カジッチュ","Kajitchu","Kajicchu","Knapfel","Verpom",NA,NA,"과사삭벌레","Gwasasakbeolle","Kwasasakpŏlle",NA,"啃果蟲","啃果虫","Kěnguǒchóng","Hánggwóchùhng","-",NA,NA,"Апплин","Applin","คาจิชชู","Khachitchu","फ़्रूकीरा","Frūkīrā","Frukira"
841,"Flapple",NA,NA,"Grass","Dragon",8,FALSE,FALSE,FALSE,NA,NA,"アップリュー","Appuryū","Appryu","Drapfel","Pomdrapi",NA,NA,"애프룡","Aepeuryong","Aep'ŭryong",NA,"蘋裹龍","苹裹龙","Píngguǒlóng","Pìhnggwólùhng","-",NA,NA,"Флаппл","Flappl","แอปปริว","Aepprio","फ़्लैपल","Flaipal","Flapple"
842,"Appletun",NA,NA,"Grass","Dragon",8,FALSE,FALSE,FALSE,NA,NA,"タルップル","Taruppuru","Tarupple","Schlapfel","Dratatin",NA,NA,"단지래플","Danjiraepeul","Tanjiraep'ŭl",NA,"豐蜜龍","丰蜜龙","Fēngmìlóng","Fūngmahtlùhng","-",NA,NA,"Апплтун","Appltun","ทารุปเปิล","Tharuppoen","ड्रमप्पल","Ḍramappal","Drumpple"
843,"Silicobra",NA,NA,"Ground",NA,8,FALSE,FALSE,FALSE,NA,NA,"スナヘビ","Sunahebi","Sunahebi","Salanga","Dunaja",NA,NA,"모래뱀","Moraebaem","Moraebaem",NA,"沙包蛇","沙包蛇","Shābāoshé","Sābāausèh","-",NA,NA,"Силикобра","Silikobra","ซึนะเฮบิ","Suenahebi","सैंडसर्प","Saiṇḍsarp","Sandserp"
844,"Sandaconda",NA,NA,"Ground",NA,8,FALSE,FALSE,FALSE,NA,NA,"サダイジャ","Sadaija","Sadaija","Sanaconda","Dunaconda",NA,NA,"사다이사","Sadaisa","Sadaisa",NA,"沙螺蟒","沙螺蟒","Shāluómǎng","Sālòhmóhng","-",NA,NA,"Сандаконда","Sandakonda","ซาไดจา","Sadaicha","अजगरेत","Ajagret","Ajgaret"
845,"Cramorant","Gorging Form",NA,"Flying","Water",8,FALSE,FALSE,FALSE,NA,NA,"ウッウ","U'u","Uu","Urgl","Nigosier",NA,NA,"윽우지","Euguji","Ŭguji",NA,"古月鳥","古月鸟","Gǔyuèniǎo","Gúyuhtníuh","-",NA,NA,"Краморант","Kramorant","อุ๊อุ","Uu","लीलकाक","Līlkāk","Leelkaak"
