"ndex","name","form","MegaOrPrimal","Mega","HP_I","HP_VI","HP_VII","HP_VIII","HP_IX","HP_II-V","Attack_I","Attack_VI","Attack_VII","Attack_VIII","Attack_IX","Attack_II-V","Defense_I","Defense_VI","Defense_VII","Defense_VIII","Defense_IX","Defense_II-V","Speed_I","Speed_VI","Speed_VII","Speed_VIII","Speed_IX","Speed_II-V","Special_I","Special_VI","Special_VII","Special_VIII","Special_IX","Special_II-V","Total_I","Total_VI","Total_VII","Total_VIII","Total_IX","Total_II-V","Average_I","Average_VI","Average_VII","Average_VIII","Average_IX","Average_II-V","SpAttack_I","SpAttack_VI","SpAttack_VII","SpAttack_VIII","SpAttack_IX","SpAttack_II-V","SpDefense_I","SpDefense_VI","SpDefense_VII","SpDefense_VIII","SpDefense_IX","SpDefense_II-V"
828,"Thievul",NA,NA,NA,NA,NA,NA,70,70,NA,NA,NA,NA,58,58,NA,NA,NA,NA,58,58,NA,NA,NA,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,455,NA,NA,NA,NA,75.83,75.83,NA,NA,NA,NA,87,87,NA,NA,NA,NA,92,92,NA
829,"Gossifleur",NA,NA,NA,NA,NA,NA,40,40,NA,NA,NA,NA,40,40,NA,NA,NA,NA,60,60,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,250,NA,NA,NA,NA,41.67,41.67,NA,NA,NA,NA,40,40,NA,NA,NA,NA,60,60,NA
830,"Eldegoss",NA,NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,50,50,NA,NA,NA,NA,90,90,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,460,NA,NA,NA,NA,76.67,76.67,NA,NA,NA,NA,80,80,NA,NA,NA,NA,120,120,NA
831,"Wooloo",NA,NA,NA,NA,NA,NA,42,42,NA,NA,NA,NA,40,40,NA,NA,NA,NA,55,55,NA,NA,NA,NA,48,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,270,NA,NA,NA,NA,45,45,NA,NA,NA,NA,40,40,NA,NA,NA,NA,45,45,NA
832,"Dubwool",NA,NA,NA,NA,NA,NA,72,72,NA,NA,NA,NA,80,80,NA,NA,NA,NA,100,100,NA,NA,NA,NA,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,490,NA,NA,NA,NA,81.67,81.67,NA,NA,NA,NA,60,60,NA,NA,NA,NA,90,90,NA
833,"Chewtle",NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,64,64,NA,NA,NA,NA,50,50,NA,NA,NA,NA,44,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,47.33,47.33,NA,NA,NA,NA,38,38,NA,NA,NA,NA,38,38,NA
834,"Drednaw",NA,NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,115,115,NA,NA,NA,NA,90,90,NA,NA,NA,NA,74,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,485,NA,NA,NA,NA,80.83,80.83,NA,NA,NA,NA,48,48,NA,NA,NA,NA,68,68,NA
835,"Yamper",NA,NA,NA,NA,NA,NA,59,59,NA,NA,NA,NA,45,45,NA,NA,NA,NA,50,50,NA,NA,NA,NA,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,270,NA,NA,NA,NA,45,45,NA,NA,NA,NA,40,40,NA,NA,NA,NA,50,50,NA
836,"Boltund",NA,NA,NA,NA,NA,NA,69,69,NA,NA,NA,NA,90,90,NA,NA,NA,NA,60,60,NA,NA,NA,NA,121,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,490,NA,NA,NA,NA,81.67,81.67,NA,NA,NA,NA,90,90,NA,NA,NA,NA,60,60,NA
837,"Rolycoly",NA,NA,NA,NA,NA,NA,30,30,NA,NA,NA,NA,40,40,NA,NA,NA,NA,50,50,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,240,NA,NA,NA,NA,40,40,NA,NA,NA,NA,40,40,NA,NA,NA,NA,50,50,NA
838,"Carkol",NA,NA,NA,NA,NA,NA,80,80,NA,NA,NA,NA,60,60,NA,NA,NA,NA,90,90,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,410,NA,NA,NA,NA,68.33,68.33,NA,NA,NA,NA,60,60,NA,NA,NA,NA,70,70,NA
839,"Coalossal",NA,NA,NA,NA,NA,NA,110,110,NA,NA,NA,NA,80,80,NA,NA,NA,NA,120,120,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,510,NA,NA,NA,NA,85,85,NA,NA,NA,NA,80,80,NA,NA,NA,NA,90,90,NA
840,"Applin",NA,NA,NA,NA,NA,NA,40,40,NA,NA,NA,NA,40,40,NA,NA,NA,NA,80,80,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,260,NA,NA,NA,NA,43.33,43.33,NA,NA,NA,NA,40,40,NA,NA,NA,NA,40,40,NA
841,"Flapple",NA,NA,NA,NA,NA,NA,70,70,NA,NA,NA,NA,110,110,NA,NA,NA,NA,80,80,NA,NA,NA,NA,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,485,NA,NA,NA,NA,80.83,80.83,NA,NA,NA,NA,95,95,NA,NA,NA,NA,60,60,NA
842,"Appletun",NA,NA,NA,NA,NA,NA,110,110,NA,NA,NA,NA,85,85,NA,NA,NA,NA,80,80,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,485,NA,NA,NA,NA,80.83,80.83,NA,NA,NA,NA,100,100,NA,NA,NA,NA,80,80,NA
843,"Silicobra",NA,NA,NA,NA,NA,NA,52,52,NA,NA,NA,NA,57,57,NA,NA,NA,NA,75,75,NA,NA,NA,NA,46,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,315,NA,NA,NA,NA,52.5,52.5,NA,NA,NA,NA,35,35,NA,NA,NA,NA,50,50,NA
844,"Sandaconda",NA,NA,NA,NA,NA,NA,72,72,NA,NA,NA,NA,107,107,NA,NA,NA,NA,125,125,NA,NA,NA,NA,71,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,510,NA,NA,NA,NA,85,85,NA,NA,NA,NA,65,65,NA,NA,NA,NA,70,70,NA
845,"Cramorant",NA,NA,NA,NA,NA,NA,70,70,NA,NA,NA,NA,85,85,NA,NA,NA,NA,55,55,NA,NA,NA,NA,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,475,NA,NA,NA,NA,79.17,79.17,NA,NA,NA,NA,85,85,NA,NA,NA,NA,95,95,NA
846,"Arrokuda",NA,NA,NA,NA,NA,NA,41,41,NA,NA,NA,NA,63,63,NA,NA,NA,NA,40,40,NA,NA,NA,NA,66,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,280,NA,NA,NA,NA,46.67,46.67,NA,NA,NA,NA,40,40,NA,NA,NA,NA,30,30,NA
847,"Barraskewda",NA,NA,NA,NA,NA,NA,61,61,NA,NA,NA,NA,123,123,NA,NA,NA,NA,60,60,NA,NA,NA,NA,136,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,490,NA,NA,NA,NA,81.67,81.67,NA,NA,NA,NA,60,60,NA,NA,NA,NA,50,50,NA
848,"Toxel",NA,NA,NA,NA,NA,NA,40,40,NA,NA,NA,NA,38,38,NA,NA,NA,NA,35,35,NA,NA,NA,NA,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,242,NA,NA,NA,NA,40.33,40.33,NA,NA,NA,NA,54,54,NA,NA,NA,NA,35,35,NA
849,"Toxtricity",NA,NA,NA,NA,NA,NA,75,75,NA,NA,NA,NA,98,98,NA,NA,NA,NA,70,70,NA,NA,NA,NA,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,502,NA,NA,NA,NA,83.67,83.67,NA,NA,NA,NA,114,114,NA,NA,NA,NA,70,70,NA
850,"Sizzlipede",NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,65,65,NA,NA,NA,NA,45,45,NA,NA,NA,NA,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,305,NA,NA,NA,NA,50.83,50.83,NA,NA,NA,NA,50,50,NA,NA,NA,NA,50,50,NA
851,"Centiskorch",NA,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,115,115,NA,NA,NA,NA,65,65,NA,NA,NA,NA,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,525,NA,NA,NA,NA,87.5,87.5,NA,NA,NA,NA,90,90,NA,NA,NA,NA,90,90,NA
852,"Clobbopus",NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,68,68,NA,NA,NA,NA,60,60,NA,NA,NA,NA,32,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,310,NA,NA,NA,NA,51.67,51.67,NA,NA,NA,NA,50,50,NA,NA,NA,NA,50,50,NA
853,"Grapploct",NA,NA,NA,NA,NA,NA,80,80,NA,NA,NA,NA,118,118,NA,NA,NA,NA,90,90,NA,NA,NA,NA,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,480,NA,NA,NA,NA,80,80,NA,NA,NA,NA,70,70,NA,NA,NA,NA,80,80,NA
854,"Sinistea",NA,NA,NA,NA,NA,NA,40,40,NA,NA,NA,NA,45,45,NA,NA,NA,NA,45,45,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,308,NA,NA,NA,NA,51.33,51.33,NA,NA,NA,NA,74,74,NA,NA,NA,NA,54,54,NA
855,"Polteageist",NA,NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,65,65,NA,NA,NA,NA,65,65,NA,NA,NA,NA,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,508,NA,NA,NA,NA,84.67,84.67,NA,NA,NA,NA,134,134,NA,NA,NA,NA,114,114,NA
856,"Hatenna",NA,NA,NA,NA,NA,NA,42,42,NA,NA,NA,NA,30,30,NA,NA,NA,NA,45,45,NA,NA,NA,NA,39,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,265,NA,NA,NA,NA,44.17,44.17,NA,NA,NA,NA,56,56,NA,NA,NA,NA,53,53,NA
857,"Hattrem",NA,NA,NA,NA,NA,NA,57,57,NA,NA,NA,NA,40,40,NA,NA,NA,NA,65,65,NA,NA,NA,NA,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,370,NA,NA,NA,NA,61.67,61.67,NA,NA,NA,NA,86,86,NA,NA,NA,NA,73,73,NA
858,"Hatterene",NA,NA,NA,NA,NA,NA,57,57,NA,NA,NA,NA,90,90,NA,NA,NA,NA,95,95,NA,NA,NA,NA,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,510,NA,NA,NA,NA,85,85,NA,NA,NA,NA,136,136,NA,NA,NA,NA,103,103,NA
859,"Impidimp",NA,NA,NA,NA,NA,NA,45,45,NA,NA,NA,NA,45,45,NA,NA,NA,NA,30,30,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,265,NA,NA,NA,NA,44.17,44.17,NA,NA,NA,NA,55,55,NA,NA,NA,NA,40,40,NA
860,"Morgrem",NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,60,60,NA,NA,NA,NA,45,45,NA,NA,NA,NA,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,370,NA,NA,NA,NA,61.67,61.67,NA,NA,NA,NA,75,75,NA,NA,NA,NA,55,55,NA
861,"Grimmsnarl",NA,NA,NA,NA,NA,NA,95,95,NA,NA,NA,NA,120,120,NA,NA,NA,NA,65,65,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,510,NA,NA,NA,NA,85,85,NA,NA,NA,NA,95,95,NA,NA,NA,NA,75,75,NA
862,"Obstagoon",NA,NA,NA,NA,NA,NA,93,93,NA,NA,NA,NA,90,90,NA,NA,NA,NA,101,101,NA,NA,NA,NA,95,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,520,NA,NA,NA,NA,86.67,86.67,NA,NA,NA,NA,60,60,NA,NA,NA,NA,81,81,NA
863,"Perrserker",NA,NA,NA,NA,NA,NA,70,70,NA,NA,NA,NA,110,110,NA,NA,NA,NA,100,100,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,440,NA,NA,NA,NA,73.33,73.33,NA,NA,NA,NA,50,50,NA,NA,NA,NA,60,60,NA
864,"Cursola",NA,NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,95,95,NA,NA,NA,NA,50,50,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,510,NA,NA,NA,NA,85,85,NA,NA,NA,NA,145,145,NA,NA,NA,NA,130,130,NA
865,"Sirfetch'd",NA,NA,NA,NA,NA,NA,62,62,NA,NA,NA,NA,135,135,NA,NA,NA,NA,95,95,NA,NA,NA,NA,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,507,NA,NA,NA,NA,84.5,84.5,NA,NA,NA,NA,68,68,NA,NA,NA,NA,82,82,NA
866,"Mr. Rime",NA,NA,NA,NA,NA,NA,80,80,NA,NA,NA,NA,85,85,NA,NA,NA,NA,75,75,NA,NA,NA,NA,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,520,NA,NA,NA,NA,86.67,86.67,NA,NA,NA,NA,110,110,NA,NA,NA,NA,100,100,NA
867,"Runerigus",NA,NA,NA,NA,NA,NA,58,58,NA,NA,NA,NA,95,95,NA,NA,NA,NA,145,145,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483,483,NA,NA,NA,NA,80.5,80.5,NA,NA,NA,NA,50,50,NA,NA,NA,NA,105,105,NA
868,"Milcery",NA,NA,NA,NA,NA,NA,45,45,NA,NA,NA,NA,40,40,NA,NA,NA,NA,40,40,NA,NA,NA,NA,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,270,NA,NA,NA,NA,45,45,NA,NA,NA,NA,50,50,NA,NA,NA,NA,61,61,NA
869,"Alcremie",NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,60,60,NA,NA,NA,NA,75,75,NA,NA,NA,NA,64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,495,NA,NA,NA,NA,82.5,82.5,NA,NA,NA,NA,110,110,NA,NA,NA,NA,121,121,NA
870,"Falinks",NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,100,100,NA,NA,NA,NA,100,100,NA,NA,NA,NA,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,470,NA,NA,NA,NA,78.33,78.33,NA,NA,NA,NA,70,70,NA,NA,NA,NA,60,60,NA
871,"Pincurchin",NA,NA,NA,NA,NA,NA,48,48,NA,NA,NA,NA,101,101,NA,NA,NA,NA,95,95,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,435,NA,NA,NA,NA,72.5,72.5,NA,NA,NA,NA,91,91,NA,NA,NA,NA,85,85,NA
872,"Snom",NA,NA,NA,NA,NA,NA,30,30,NA,NA,NA,NA,25,25,NA,NA,NA,NA,35,35,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,185,NA,NA,NA,NA,30.83,30.83,NA,NA,NA,NA,45,45,NA,NA,NA,NA,30,30,NA
873,"Frosmoth",NA,NA,NA,NA,NA,NA,70,70,NA,NA,NA,NA,65,65,NA,NA,NA,NA,60,60,NA,NA,NA,NA,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,475,NA,NA,NA,NA,79.17,79.17,NA,NA,NA,NA,125,125,NA,NA,NA,NA,90,90,NA
874,"Stonjourner",NA,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,125,125,NA,NA,NA,NA,135,135,NA,NA,NA,NA,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,470,NA,NA,NA,NA,78.33,78.33,NA,NA,NA,NA,20,20,NA,NA,NA,NA,20,20,NA
875,"Eiscue","Ice Face",NA,NA,NA,NA,NA,75,75,NA,NA,NA,NA,80,80,NA,NA,NA,NA,110,110,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,470,NA,NA,NA,NA,78.33,78.33,NA,NA,NA,NA,65,65,NA,NA,NA,NA,90,90,NA
875,"Eiscue","Noice Face",NA,NA,NA,NA,NA,75,75,NA,NA,NA,NA,80,80,NA,NA,NA,NA,70,70,NA,NA,NA,NA,130,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,470,NA,NA,NA,NA,78.33,78.33,NA,NA,NA,NA,65,65,NA,NA,NA,NA,50,50,NA
876,"Indeedee","Male",NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,65,65,NA,NA,NA,NA,55,55,NA,NA,NA,NA,95,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,475,NA,NA,NA,NA,79.17,79.17,NA,NA,NA,NA,105,105,NA,NA,NA,NA,95,95,NA
876,"Indeedee","Female",NA,NA,NA,NA,NA,70,70,NA,NA,NA,NA,55,55,NA,NA,NA,NA,65,65,NA,NA,NA,NA,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,475,NA,NA,NA,NA,79.17,79.17,NA,NA,NA,NA,95,95,NA,NA,NA,NA,105,105,NA
877,"Morpeko",NA,NA,NA,NA,NA,NA,58,58,NA,NA,NA,NA,95,95,NA,NA,NA,NA,58,58,NA,NA,NA,NA,97,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,436,NA,NA,NA,NA,72.67,72.67,NA,NA,NA,NA,70,70,NA,NA,NA,NA,58,58,NA
878,"Cufant",NA,NA,NA,NA,NA,NA,72,72,NA,NA,NA,NA,80,80,NA,NA,NA,NA,49,49,NA,NA,NA,NA,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,330,NA,NA,NA,NA,55,55,NA,NA,NA,NA,40,40,NA,NA,NA,NA,49,49,NA
879,"Copperajah",NA,NA,NA,NA,NA,NA,122,122,NA,NA,NA,NA,130,130,NA,NA,NA,NA,69,69,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,500,NA,NA,NA,NA,83.33,83.33,NA,NA,NA,NA,80,80,NA,NA,NA,NA,69,69,NA
880,"Dracozolt",NA,NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,100,100,NA,NA,NA,NA,90,90,NA,NA,NA,NA,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,505,NA,NA,NA,NA,84.17,84.17,NA,NA,NA,NA,80,80,NA,NA,NA,NA,70,70,NA
881,"Arctozolt",NA,NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,100,100,NA,NA,NA,NA,90,90,NA,NA,NA,NA,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,505,NA,NA,NA,NA,84.17,84.17,NA,NA,NA,NA,90,90,NA,NA,NA,NA,80,80,NA
882,"Dracovish",NA,NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,90,90,NA,NA,NA,NA,100,100,NA,NA,NA,NA,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,505,NA,NA,NA,NA,84.17,84.17,NA,NA,NA,NA,70,70,NA,NA,NA,NA,80,80,NA
883,"Arctovish",NA,NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,90,90,NA,NA,NA,NA,100,100,NA,NA,NA,NA,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,505,NA,NA,NA,NA,84.17,84.17,NA,NA,NA,NA,80,80,NA,NA,NA,NA,90,90,NA
884,"Duraludon",NA,NA,NA,NA,NA,NA,70,70,NA,NA,NA,NA,95,95,NA,NA,NA,NA,115,115,NA,NA,NA,NA,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,535,NA,NA,NA,NA,89.17,89.17,NA,NA,NA,NA,120,120,NA,NA,NA,NA,50,50,NA
885,"Dreepy",NA,NA,NA,NA,NA,NA,28,28,NA,NA,NA,NA,60,60,NA,NA,NA,NA,30,30,NA,NA,NA,NA,82,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,270,NA,NA,NA,NA,45,45,NA,NA,NA,NA,40,40,NA,NA,NA,NA,30,30,NA
886,"Drakloak",NA,NA,NA,NA,NA,NA,68,68,NA,NA,NA,NA,80,80,NA,NA,NA,NA,50,50,NA,NA,NA,NA,102,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,410,NA,NA,NA,NA,68.33,68.33,NA,NA,NA,NA,60,60,NA,NA,NA,NA,50,50,NA
887,"Dragapult",NA,NA,NA,NA,NA,NA,88,88,NA,NA,NA,NA,120,120,NA,NA,NA,NA,75,75,NA,NA,NA,NA,142,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,600,NA,NA,NA,NA,100,100,NA,NA,NA,NA,100,100,NA,NA,NA,NA,75,75,NA
888,"Zacian","Hero of Many Battles",NA,NA,NA,NA,NA,92,92,NA,NA,NA,NA,130,120,NA,NA,NA,NA,115,115,NA,NA,NA,NA,138,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,660,NA,NA,NA,NA,111.67,110,NA,NA,NA,NA,80,80,NA,NA,NA,NA,115,115,NA
888,"Zacian","Crowned Sword",NA,NA,NA,NA,NA,92,92,NA,NA,NA,NA,170,150,NA,NA,NA,NA,115,115,NA,NA,NA,NA,148,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,700,NA,NA,NA,NA,120,116.67,NA,NA,NA,NA,80,80,NA,NA,NA,NA,115,115,NA
889,"Zamazenta","Hero of Many Battles",NA,NA,NA,NA,NA,92,92,NA,NA,NA,NA,130,120,NA,NA,NA,NA,115,115,NA,NA,NA,NA,138,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,660,NA,NA,NA,NA,111.67,110,NA,NA,NA,NA,80,80,NA,NA,NA,NA,115,115,NA
889,"Zamazenta","Crowned Shield",NA,NA,NA,NA,NA,92,92,NA,NA,NA,NA,130,120,NA,NA,NA,NA,145,140,NA,NA,NA,NA,128,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,700,NA,NA,NA,NA,120,116.67,NA,NA,NA,NA,80,80,NA,NA,NA,NA,145,140,NA
890,"Eternatus",NA,NA,NA,NA,NA,NA,140,140,NA,NA,NA,NA,85,85,NA,NA,NA,NA,95,95,NA,NA,NA,NA,130,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,690,NA,NA,NA,NA,115,115,NA,NA,NA,NA,145,145,NA,NA,NA,NA,95,95,NA
890,"Eternatus","Eternamax Eternatus",NA,NA,NA,NA,NA,255,255,NA,NA,NA,NA,115,115,NA,NA,NA,NA,250,250,NA,NA,NA,NA,130,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125,1125,NA,NA,NA,NA,187.5,187.5,NA,NA,NA,NA,125,125,NA,NA,NA,NA,250,250,NA
891,"Kubfu",NA,NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,90,90,NA,NA,NA,NA,60,60,NA,NA,NA,NA,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,385,NA,NA,NA,NA,64.17,64.17,NA,NA,NA,NA,53,53,NA,NA,NA,NA,50,50,NA
892,"Urshifu",NA,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,130,130,NA,NA,NA,NA,100,100,NA,NA,NA,NA,97,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,550,NA,NA,NA,NA,91.67,91.67,NA,NA,NA,NA,63,63,NA,NA,NA,NA,60,60,NA
893,"Zarude",NA,NA,NA,NA,NA,NA,105,105,NA,NA,NA,NA,120,120,NA,NA,NA,NA,105,105,NA,NA,NA,NA,105,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,600,NA,NA,NA,NA,100,100,NA,NA,NA,NA,70,70,NA,NA,NA,NA,95,95,NA
894,"Regieleki",NA,NA,NA,NA,NA,NA,80,80,NA,NA,NA,NA,100,100,NA,NA,NA,NA,50,50,NA,NA,NA,NA,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,580,NA,NA,NA,NA,96.67,96.67,NA,NA,NA,NA,100,100,NA,NA,NA,NA,50,50,NA
895,"Regidrago",NA,NA,NA,NA,NA,NA,200,200,NA,NA,NA,NA,100,100,NA,NA,NA,NA,50,50,NA,NA,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,580,NA,NA,NA,NA,96.67,96.67,NA,NA,NA,NA,100,100,NA,NA,NA,NA,50,50,NA
896,"Glastrier",NA,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,145,145,NA,NA,NA,NA,130,130,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,580,NA,NA,NA,NA,96.67,96.67,NA,NA,NA,NA,65,65,NA,NA,NA,NA,110,110,NA
897,"Spectrier",NA,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,65,65,NA,NA,NA,NA,60,60,NA,NA,NA,NA,130,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,580,NA,NA,NA,NA,96.67,96.67,NA,NA,NA,NA,145,145,NA,NA,NA,NA,80,80,NA
898,"Calyrex",NA,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,80,80,NA,NA,NA,NA,80,80,NA,NA,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,500,NA,NA,NA,NA,83.33,83.33,NA,NA,NA,NA,80,80,NA,NA,NA,NA,80,80,NA
898,"Calyrex","Ice Rider Calyrex",NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,165,165,NA,NA,NA,NA,150,150,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,680,NA,NA,NA,NA,113.33,113.33,NA,NA,NA,NA,85,85,NA,NA,NA,NA,130,130,NA
898,"Calyrex","Shadow Rider Calyrex",NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,85,85,NA,NA,NA,NA,80,80,NA,NA,NA,NA,150,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,680,NA,NA,NA,NA,113.33,113.33,NA,NA,NA,NA,165,165,NA,NA,NA,NA,100,100,NA
899,"Wyrdeer",NA,NA,NA,NA,NA,NA,103,103,NA,NA,NA,NA,105,105,NA,NA,NA,NA,72,72,NA,NA,NA,NA,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,525,NA,NA,NA,NA,87.5,87.5,NA,NA,NA,NA,105,105,NA,NA,NA,NA,75,75,NA
900,"Kleavor",NA,NA,NA,NA,NA,NA,70,70,NA,NA,NA,NA,135,130,NA,NA,NA,NA,95,95,NA,NA,NA,NA,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,500,NA,NA,NA,NA,83.33,83.33,NA,NA,NA,NA,45,45,NA,NA,NA,NA,70,75,NA
